gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn;Previsao_Churn;Probabilidade_Churn
0;0;1;0;15;1;0;1;0;0;0;0;2;2;0;0;2;4.49032034430915;7.238209443277787;1;1;0.84
1;0;0;0;1;1;0;2;1;1;1;1;1;1;0;1;3;3.054001181677967;3.054001181677967;1;1;0.98
1;0;1;1;41;1;0;0;2;2;2;0;0;0;1;1;0;4.115779842942166;7.828953947208875;0;0;0.04
0;0;0;1;43;1;0;0;2;2;0;0;0;2;0;1;2;4.173617743116608;7.915001267186403;0;0;0.05
1;1;1;0;1;1;2;1;0;0;0;0;0;0;0;0;2;4.321480134805848;4.321480134805848;0;0;0.31
0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;1;3;4.2710950739666;4.2710950739666;0;0;0.23
0;0;1;1;26;1;0;1;0;0;0;0;2;2;0;1;2;4.519612297626445;7.7676026354330805;1;1;0.73
1;0;0;0;22;1;2;1;0;2;0;0;0;0;0;1;2;4.386392092183521;7.456656730000356;1;1;0.76
1;0;1;0;71;1;2;0;2;2;2;2;2;2;2;0;0;4.51688527112052;8.764834214330834;0;0;0.0
1;0;0;0;7;1;0;2;1;1;1;1;1;1;2;0;3;3.017982882488811;5.114094002464486;0;0;0.01
0;1;0;0;28;1;2;0;0;2;2;2;0;0;0;0;0;4.181286492355909;7.532944766358855;0;0;0.02
1;1;0;0;16;1;0;1;0;0;0;0;0;0;0;0;2;4.257738109130536;6.951102083485503;0;0;0.47
1;0;0;0;7;1;0;2;1;1;1;1;1;1;1;0;3;3.0204248861443626;4.864452783918174;0;0;0.0
0;0;0;0;69;1;2;1;0;2;2;2;2;2;2;1;0;4.7140245909001735;8.916834708621446;0;0;0.1
0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;3;3.246490991901174;3.246490991901174;0;0;0.16
1;0;0;0;3;1;0;0;2;0;2;0;2;2;0;1;2;4.361823927356363;5.333443168523411;0;0;0.15
1;1;0;0;21;1;0;1;0;0;2;0;2;2;0;1;0;4.582924577040772;7.616431261159709;1;1;0.88
0;0;1;0;69;1;2;1;0;2;2;0;0;0;0;1;0;4.45898767581001;8.677678053601017;0;0;0.29
0;0;1;0;71;0;1;0;2;2;2;2;0;0;2;1;0;3.883623530906448;8.125275895853342;0;0;0.01
0;0;1;1;69;1;0;2;1;1;1;1;1;1;2;0;3;3.0155349008501706;7.205783643488062;0;0;0.03
0;0;0;0;48;1;2;1;0;0;2;2;2;2;0;1;2;4.652530757347929;8.50654671831227;0;0;0.1
1;0;1;0;47;1;2;1;0;2;2;0;0;0;0;1;0;4.434974808991977;8.310414994188292;1;1;0.81
0;0;0;0;2;1;2;0;0;0;0;0;0;0;0;1;2;3.919991175077323;4.677955855713739;1;1;0.77
1;0;0;0;45;1;2;1;2;0;2;2;2;2;0;1;1;4.695467823968872;8.510309553449911;0;0;0.16
1;0;0;0;51;1;2;1;0;2;0;0;0;0;0;0;0;4.406719247264253;8.315505312131318;0;0;0.08
0;0;1;0;22;1;2;0;2;0;0;2;2;2;0;1;2;4.384523514872469;7.463793245569676;1;1;0.73
1;0;0;0;72;1;2;0;2;2;2;2;2;2;2;0;0;4.473351611367243;8.73645722713191;0;0;0.0
1;0;1;1;37;1;2;1;0;2;2;0;2;0;0;1;2;4.5427627258594745;8.136298737242278;0;0;0.18
1;0;1;1;71;1;2;0;2;2;2;2;2;2;2;0;2;4.514698282824016;8.752462922528288;0;0;0.0
1;0;1;1;7;1;0;0;0;0;2;0;0;0;0;0;2;3.906004933102583;5.8326153464991695;1;1;0.81
0;0;0;0;66;1;2;2;1;1;1;1;1;1;2;1;1;3.263849190510932;7.4292834258812634;0;0;0.0
1;0;1;1;51;1;0;0;2;0;0;2;2;2;1;1;0;4.3489867805956814;8.285841041552139;0;0;0.0
0;0;1;1;30;1;0;2;1;1;1;1;1;1;1;0;0;3.022860940942244;6.412638948921326;0;0;0.03
0;0;0;0;34;1;2;1;0;0;0;0;2;0;0;0;2;4.458408804592688;7.971638087129149;0;0;0.29
1;0;1;1;64;1;2;2;1;1;1;1;1;1;2;1;3;3.250374491927572;7.323731616715949;0;0;0.01
1;1;1;0;65;1;2;1;0;2;2;0;2;2;1;1;0;4.645832167706981;8.823714191660846;0;0;0.15
1;0;0;0;47;1;2;1;2;2;0;2;2;0;0;0;3;4.622518824322705;8.448957176298375;0;0;0.06
0;0;0;0;1;1;0;1;2;0;0;0;2;2;0;1;2;4.570578741218473;4.570578741218473;1;1;0.9
0;0;0;0;49;1;2;0;2;2;0;0;0;0;0;1;1;4.1067670822206574;7.984564941689402;1;1;0.79
0;0;1;1;67;1;2;1;0;2;0;2;2;0;2;0;1;4.554928969551344;8.748907905146114;0;0;0.04
1;0;0;1;39;1;0;2;1;1;1;1;1;1;1;0;0;3.013080911888604;6.659550297072556;0;0;0.03
1;0;0;0;14;1;0;2;1;1;1;1;1;1;0;0;3;3.039749158970765;5.651611602327291;0;0;0.02
0;1;0;0;43;1;0;1;2;2;0;2;2;2;0;1;1;4.692723082995953;8.434181079422173;1;1;0.75
1;1;0;0;56;1;2;1;0;0;2;0;2;2;0;1;2;4.625462889255854;8.629628620746026;0;0;0.24
0;0;0;0;14;1;0;0;0;0;0;2;0;2;1;0;1;4.096009841541162;6.6513780563587686;0;0;0.06
0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;2;4.281515453077493;4.281515453077493;1;1;0.85
1;0;1;1;16;1;0;0;2;2;0;0;0;0;1;1;3;4.040416220196545;6.755536066004626;0;0;0.04
1;0;1;1;70;1;2;1;2;2;0;0;2;2;0;1;2;4.6732960150356915;8.929971492818627;0;0;0.21
1;1;1;0;72;1;2;0;2;2;2;0;2;2;2;1;1;4.443827035579329;8.696618892598165;0;0;0.0
0;0;1;1;23;1;0;1;0;0;2;0;0;0;0;1;1;4.334672938290411;7.440675020221193;0;0;0.07
1;0;0;1;21;1;2;2;1;1;1;1;1;1;0;0;3;3.246490991901174;6.1487887573848985;0;0;0.03
0;0;0;0;1;1;0;2;1;1;1;1;1;1;0;1;3;3.0516399054922867;3.0516399054922867;1;1;0.98
1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;4.259152536523347;4.259152536523347;1;1;0.95
0;1;1;0;32;1;2;1;0;0;0;0;2;2;0;1;2;4.545420181582317;7.983440063006542;1;1;0.89
1;0;1;1;17;1;0;1;0;0;0;0;2;0;0;0;2;4.404888303817144;7.2455480718564305;1;1;0.55
0;0;0;0;4;0;1;0;2;2;0;0;0;0;0;1;2;3.5452977256359124;4.933394213752808;1;1;0.75
0;0;0;0;36;1;2;0;0;0;2;0;0;0;1;0;2;4.039536325727106;7.5717310822418025;0;0;0.01
0;0;0;0;50;0;1;0;0;2;2;2;0;0;2;0;1;3.7062280924485496;7.567216401887276;0;0;0.07
0;0;1;1;48;0;1;0;0;0;0;2;0;0;0;1;1;3.417726683613366;7.2612602037150475;0;0;0.2
0;0;0;1;50;1;0;2;1;1;1;1;1;1;2;0;1;3.0516399054922867;6.879201471564076;0;0;0.01
1;0;1;0;72;1;2;0;2;2;2;2;0;2;2;0;1;4.388878109622984;8.66766281876101;0;0;0.02
1;0;0;1;10;1;2;2;1;1;1;1;1;1;0;0;1;3.250374491927572;5.41565585896527;0;0;0.26
0;0;0;0;18;1;0;2;1;1;1;1;1;1;0;0;3;3.027715319407042;5.9730459615839635;0;0;0.0
1;0;0;0;1;1;0;1;0;0;0;0;2;0;0;1;2;4.393831680123644;4.393831680123644;1;1;0.99
0;0;0;0;1;1;0;2;1;1;1;1;1;1;0;0;2;3.0106208860477417;3.0106208860477417;1;1;0.6383333333333333
1;0;0;0;9;1;0;1;0;0;2;0;2;2;0;1;2;4.554403068934438;6.700300512549185;0;0;0.28
1;0;0;0;2;1;2;1;2;0;0;0;0;2;0;0;3;4.51906748693468;5.169062530690774;0;0;0.18
0;0;1;0;40;1;2;1;0;0;0;2;0;0;0;1;1;4.380149874661021;8.04810114655118;0;0;0.2
1;0;1;0;69;1;2;1;0;0;2;0;2;2;1;0;0;4.61015772749913;8.830901133617402;0;0;0.06
0;0;1;0;37;1;2;1;2;0;2;2;0;2;1;1;2;4.607168188650764;8.231003338384392;1;1;0.66
1;0;0;1;18;1;2;1;0;0;2;0;0;0;0;1;1;4.401216329067023;7.249676926271517;0;0;0.17
1;1;1;0;11;1;0;1;0;0;0;0;0;0;0;1;2;4.26549281841793;6.7282696970073905;0;0;0.22
0;0;1;0;8;1;2;1;0;0;0;0;0;2;0;1;1;4.456670177669648;6.443176906381466;1;1;0.87
0;0;0;0;3;1;2;1;0;0;0;0;0;0;0;0;2;4.334017415487521;5.493061443340548;1;1;0.82
1;0;1;1;55;1;0;0;2;0;0;0;0;2;1;0;1;4.101816577060802;8.057694194815587;0;0;0.01
1;0;1;0;33;1;2;1;0;2;2;0;0;2;0;1;2;4.547011271814559;8.03689677268507;0;0;0.23
0;0;0;0;46;1;0;0;0;0;0;0;0;0;0;0;0;3.827553848801696;7.682436362523345;0;0;0.04
1;0;0;0;34;1;2;2;1;1;1;1;1;1;2;0;0;3.299533727885655;6.888929174732088;0;0;0.07
0;0;0;0;3;1;0;2;1;1;1;1;1;1;0;0;2;3.054001181677967;4.203946072137182;0;0;0.12
1;0;1;1;30;1;0;2;1;1;1;1;1;1;2;0;3;3.1023420086122493;6.569341158123582;0;0;0.0
0;0;0;0;33;1;2;0;2;0;0;2;0;0;1;0;2;4.100989104940769;7.577531473218842;0;0;0.02
1;0;1;1;45;1;2;1;0;2;2;0;0;2;1;1;1;4.564348191467836;8.38248396255773;0;0;0.02
1;0;0;0;40;1;0;0;2;2;0;2;0;0;0;1;3;4.141546163706395;7.881597680694297;0;0;0.04
0;0;0;0;71;1;2;1;2;2;2;2;2;2;2;1;2;4.784570814354383;9.045300620816755;0;0;0.03
1;0;0;0;1;1;2;0;0;0;2;0;0;0;0;0;2;4.013676659154646;4.013676659154646;1;1;0.83
0;0;1;1;72;0;1;0;2;2;2;2;2;2;2;0;0;4.181286492355909;8.418256443556213;0;0;0.0
0;0;1;1;22;1;0;1;0;0;0;0;0;2;0;1;2;4.396299293960601;7.490892261958906;0;0;0.1
1;0;1;1;46;1;0;2;1;1;1;1;1;1;1;1;0;3.054001181677967;6.741228328086823;0;0;0.0
0;0;1;1;55;1;0;2;1;1;1;1;1;1;2;0;3;3.091042453358316;7.099449442022756;0;0;0.0
1;0;0;0;1;1;0;2;1;1;1;1;1;1;0;0;3;3.065724645374026;3.065724645374026;0;0;0.06
0;0;0;0;12;1;2;0;0;0;0;2;2;2;1;1;3;4.341855469984605;6.7516276462706575;0;0;0.19
1;0;0;0;31;1;2;1;0;2;0;0;0;0;0;1;2;4.399989335048054;7.795687687751237;0;1;0.51
1;0;1;0;5;0;1;0;0;0;0;0;0;0;0;1;2;3.2561716096118976;4.619073091157083;1;1;0.8
0;0;1;1;67;1;2;0;2;0;0;0;2;2;2;1;2;4.33729074083249;8.562252595422573;0;0;0.06
1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;3;3.816612820623488;3.816612820623488;0;0;0.28
1;0;1;0;40;0;1;0;2;2;2;0;0;0;1;1;2;3.769306703226551;7.448595911591226;1;1;0.62
1;0;1;1;41;1;2;0;2;2;2;0;2;0;0;1;1;4.3247946887187485;8.014517599068448;0;0;0.06
1;0;0;0;1;1;2;1;0;0;0;0;0;0;0;1;2;4.334672938290411;4.334672938290411;1;1;0.91
1;0;0;0;51;1;2;1;2;2;0;0;2;0;1;1;2;4.562262684976814;8.484380701669687;1;1;0.59
1;0;1;1;42;0;1;0;2;0;2;2;2;0;2;0;1;3.8948768465931756;7.617415367916296;0;0;0.01
1;0;1;1;23;1;0;2;1;1;1;1;1;1;1;0;3;3.027715319407042;6.081990573807353;0;0;0.0
0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;1;2;4.27039650600246;4.27039650600246;1;1;0.74
0;0;0;0;1;1;0;2;1;1;1;1;1;1;0;0;3;3.0516399054922867;3.0516399054922867;0;0;0.12716666666666668
0;0;0;0;56;1;2;1;2;2;0;0;2;2;0;1;1;4.678420647727684;8.681851331171295;0;0;0.05
1;0;0;1;15;1;2;1;0;2;0;0;2;0;0;1;2;4.5217885770490405;7.266163719547021;0;0;0.19
1;0;1;1;12;1;2;2;1;1;1;1;1;1;2;1;0;3.2733640101522705;5.749392985908253;0;0;0.01
0;0;1;1;54;1;0;0;2;0;2;2;0;2;2;0;0;4.261975403606051;8.261745949097815;0;0;0.0
0;0;0;0;7;1;0;0;0;0;0;0;2;2;0;1;2;4.217299386280878;6.129268051255177;0;0;0.12
0;0;1;1;33;1;2;1;0;0;0;0;0;2;0;0;1;4.46763077196603;7.918155470084098;1;1;0.74
1;0;1;1;16;1;0;2;1;1;1;1;1;1;0;0;2;3.0516399054922867;5.835833605567072;0;0;0.07
0;0;0;1;21;1;0;0;2;0;2;0;0;2;1;0;3;4.18737942818929;7.198781752684307;0;0;0.07
1;1;1;0;30;1;2;0;0;0;2;0;2;2;2;0;2;4.328757705794541;7.688340828690917;0;0;0.09
1;0;0;0;3;1;0;0;0;0;0;2;0;0;0;1;3;3.9415818076696905;5.002267044425739;0;0;0.23
1;0;0;0;11;1;0;1;0;0;2;0;0;0;0;0;2;4.302712827954156;6.708633383509836;0;0;0.39
0;0;0;0;62;1;2;1;2;2;2;2;2;2;1;1;1;4.754021132720446;8.872690442146478;0;0;0.01
1;0;0;0;18;1;0;2;1;1;1;1;1;1;0;0;2;2.995732273553991;5.857361562584502;0;0;0.15
1;0;0;1;6;1;0;2;1;1;1;1;1;1;0;0;3;3.022860940942244;4.864452783918174;0;0;0.02
0;0;0;0;46;1;2;1;0;0;2;0;2;2;1;1;2;4.625952725170619;8.450069999559938;0;0;0.09
1;0;0;0;21;1;2;1;0;0;0;0;0;2;0;1;2;4.443827035579329;7.460749190608673;0;0;0.33
1;0;0;0;68;1;2;2;1;1;1;1;1;1;2;1;0;3.224857896545748;7.313120382089968;0;0;0.0
0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;1;2;3.933784497209659;3.933784497209659;0;0;0.28
0;0;1;0;25;1;0;1;0;0;2;0;0;0;0;1;2;4.3254562831854875;7.4948472582015775;0;0;0.1
0;0;0;1;24;1;0;2;1;1;1;1;1;1;2;0;3;3.0325462466767075;6.2128064764755635;0;0;0.01
0;0;1;0;30;1;2;1;0;0;0;0;0;2;0;1;2;4.454347296253507;7.872931408586103;1;1;0.53
0;0;0;0;2;1;0;1;0;0;0;0;0;2;0;0;2;4.401216329067023;5.220896219579452;1;1;0.88
1;0;1;0;51;1;2;1;0;2;2;0;2;2;1;1;0;4.680277658474897;8.612467006923026;0;0;0.29
0;0;1;1;57;1;2;0;2;0;2;2;2;2;2;1;2;4.448516375942715;8.485991440272972;0;0;0.0
0;0;0;0;15;1;2;2;1;1;1;1;1;1;2;0;0;3.260017768199376;5.9137732393921105;0;0;0.02
0;0;1;1;72;1;0;0;2;2;2;2;2;2;2;1;0;4.439115601658009;8.715699728594453;0;0;0.0
0;0;0;0;2;1;0;1;0;0;2;0;0;0;0;1;2;4.341204640153626;5.08605193338101;1;1;0.68
1;0;1;0;28;1;2;1;0;2;2;0;2;0;0;0;1;4.580877493419047;7.895566352265149;0;0;0.36
1;1;1;0;29;1;2;1;0;0;2;0;2;2;0;1;2;4.600157644164547;8.00808276252883;1;1;0.9
1;0;1;1;70;1;0;1;2;2;2;2;2;0;2;1;1;4.625952725170619;8.853065247965418;0;0;0.0
0;0;0;0;13;1;0;2;1;1;1;1;1;1;1;0;3;3.054001181677967;5.614040099155339;0;0;0.0
0;1;1;0;59;1;2;1;2;2;2;2;0;0;1;1;2;4.554403068934438;8.609754141002568;0;0;0.05
1;1;1;0;13;1;2;1;0;0;0;0;2;2;0;1;2;4.566948973167894;7.1185428080867625;1;1;0.86
1;1;1;0;7;1;2;1;0;0;0;0;0;0;0;1;3;4.32280727501391;6.270799378071934;1;1;0.7
0;0;1;0;62;1;0;0;2;0;2;2;2;2;2;0;3;4.406719247264253;8.514569753209523;0;0;0.0
0;0;0;0;21;1;0;0;2;0;2;2;0;0;1;1;2;4.114963849424837;7.138350993821386;0;0;0.03
0;0;0;0;2;1;0;0;0;0;2;0;0;2;0;0;2;4.124712098838497;4.722063937459591;0;0;0.22
0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;3.8055507609176296;3.8055507609176296;0;0;0.1
1;0;0;0;4;1;0;1;0;0;2;0;0;2;0;0;2;4.466482666214198;5.733664849138071;0;0;0.29
0;0;0;0;19;1;0;2;1;1;1;1;1;1;1;0;1;3.056356895370426;5.952333829904943;0;0;0.01
0;0;0;0;30;1;0;1;0;0;0;2;2;0;0;0;2;4.456089962973938;7.846550866196361;1;1;0.66
1;0;1;1;67;1;0;2;1;1;1;1;1;1;2;1;1;3.0155349008501706;7.158669627241704;0;0;0.0
1;1;1;0;72;1;2;1;2;2;2;0;0;2;2;1;1;4.641019838881789;8.929475012851324;0;0;0.03
1;0;1;0;53;1;0;2;1;1;1;1;1;1;2;0;1;3.039749158970765;7.013060793127408;0;0;0.03
0;0;0;0;5;1;0;2;1;1;1;1;1;1;1;0;2;3.022860940942244;4.611152257665639;0;0;0.02
1;1;1;0;71;1;0;1;0;2;2;2;0;2;2;1;1;4.56954300834494;8.81107848405266;0;0;0.0
0;0;1;1;50;1;2;0;0;2;2;2;2;2;1;1;1;4.444414407108697;8.334567588404916;0;0;0.02
1;0;1;1;56;1;2;1;0;0;2;2;2;2;2;1;2;4.646312129319266;8.678418784915458;0;0;0.09
1;0;0;0;2;1;0;0;0;0;0;2;0;0;0;1;1;3.9357395320454622;4.702750514326955;0;0;0.19
0;1;0;0;2;1;2;1;0;0;2;0;0;2;0;1;2;4.494797128506721;5.1943447761650585;1;1;0.94
1;0;1;1;24;1;2;0;2;0;0;0;0;0;0;0;2;4.020877410340228;7.199790363315396;1;1;0.66
1;0;1;1;46;1;0;2;1;1;1;1;1;1;2;0;1;3.0421386463681466;6.760878083121377;0;0;0.0
1;0;1;0;71;1;2;1;2;2;2;2;2;2;2;1;2;4.764308407326388;9.055526972598827;0;0;0.02
0;0;0;0;29;0;1;0;0;0;0;2;0;0;0;1;2;3.4719664525503626;6.832169292025542;0;0;0.33
1;0;1;1;69;1;2;2;1;1;1;1;1;1;2;0;0;3.2367157429965316;7.449614345328301;0;0;0.0
1;0;1;0;71;1;2;0;0;2;2;2;2;2;2;0;1;4.44500143383527;8.692464956722665;0;0;0.0
0;1;0;0;1;1;0;1;0;0;0;0;2;2;0;1;2;4.525044141508807;4.525044141508807;1;1;0.97
1;1;1;0;56;1;0;0;2;2;2;2;2;2;2;1;0;4.4618770161616155;8.481659273672951;0;0;0.02
1;0;0;1;56;1;0;2;1;1;1;1;1;1;1;1;3;3.100092288878234;7.122584360692262;0;0;0.0
1;0;0;0;1;1;0;1;0;0;0;0;2;0;0;1;2;4.388257184424518;4.388257184424518;1;1;1.0
0;0;1;0;28;1;2;2;1;1;1;1;1;1;1;0;3;3.279029747687948;6.512042462316651;0;0;0.01
0;0;1;1;19;1;0;2;1;1;1;1;1;1;0;0;3;3.054001181677967;5.948557046096705;0;0;0.03
1;0;1;0;66;1;2;0;0;0;0;2;0;2;0;0;2;4.172076910762453;8.35833812998439;0;0;0.03
0;0;1;1;17;1;2;0;0;0;2;2;0;0;1;1;3;4.142340760490356;6.977001451718952;0;0;0.14
1;0;1;1;52;1;2;2;1;1;1;1;1;1;2;0;3;3.2865344733420154;7.205523811634928;0;0;0.0
0;0;0;0;19;1;0;0;0;2;0;0;2;0;1;0;2;4.0809215418899605;6.952967621803685;0;0;0.06
0;0;0;0;36;1;0;0;2;2;2;2;2;2;1;0;0;4.464182492687114;8.007883085339621;0;0;0.2
1;1;1;0;7;1;0;1;0;0;0;0;0;0;0;1;3;4.264087336809195;6.1496428195698325;1;1;0.77
1;0;1;1;72;1;2;1;2;2;2;2;0;2;1;1;1;4.662495252607361;8.927778502218974;0;0;0.04
1;0;1;1;67;1;2;1;2;2;2;0;2;2;1;1;2;4.721173861744398;8.92040242361528;1;0;0.12
1;1;0;0;34;1;0;1;0;2;2;0;2;2;1;1;2;4.613634264400221;8.114967829657902;0;0;0.2
1;1;1;0;57;1;2;1;0;2;2;0;0;2;0;1;0;4.566948973167894;8.599335232408281;1;0;0.15
0;0;1;0;7;1;0;1;0;0;2;0;2;0;0;1;2;4.468777561082536;6.3768970014659105;1;1;0.95
0;1;1;0;1;1;2;1;0;0;2;0;2;2;0;1;2;4.623010104116422;4.623010104116422;1;1;0.98
1;0;1;0;8;1;0;2;1;1;1;1;1;1;0;1;0;3.022860940942244;5.088521832753327;0;0;0.09
0;0;0;0;69;1;2;1;0;0;2;2;2;2;2;0;2;4.653960350157523;8.857870858519963;0;0;0.1
0;0;1;0;50;1;2;1;2;0;2;0;2;2;1;1;3;4.657762636107262;8.562911977061184;0;0;0.1
1;0;0;0;10;1;0;2;1;1;1;1;1;1;1;0;3;3.0204248861443626;5.424289006109973;0;0;0.0
0;0;1;1;12;1;2;2;1;1;1;1;1;1;2;0;1;3.2676659890376327;5.619313318029751;0;0;0.0
0;0;0;0;14;1;0;1;0;2;0;0;0;2;0;1;2;4.469350462845557;7.07492089588689;1;1;0.74
0;0;1;0;70;0;1;0;2;0;2;2;0;2;2;1;0;3.928880122494569;8.123024043049924;0;0;0.02
0;1;0;0;64;1;2;1;2;0;2;2;2;2;0;1;0;4.70002571700077;8.869580958531317;0;0;0.2
0;0;1;1;66;1;2;0;2;2;2;2;2;2;2;0;1;4.509760001183433;8.692800591957447;0;0;0.01
0;0;1;1;71;1;0;0;2;0;2;2;2;2;2;1;1;4.418840607796598;8.699656404843084;0;0;0.0
1;1;0;0;20;1;0;1;0;0;0;0;2;2;0;0;2;4.5103099049641315;7.408197177993388;0;0;0.14
1;0;1;0;72;1;0;0;2;2;0;2;2;2;2;1;0;4.386392092183521;8.657693991203804;0;0;0.01
0;0;1;1;71;1;0;0;2;2;2;2;0;0;2;0;1;4.1751562049585145;8.410476200606286;0;0;0.02
1;0;1;1;38;1;2;1;0;0;2;0;2;2;0;1;1;4.626442321263631;8.283418327433367;0;1;0.51
0;0;0;0;28;1;2;1;0;2;0;0;0;2;0;1;2;4.5103099049641315;7.87342647695373;1;1;0.83
1;1;1;0;17;1;0;1;0;2;0;0;0;0;0;1;2;4.349632566862877;7.118340301048951;1;1;0.8
1;0;0;0;33;0;1;0;0;2;0;0;2;0;1;1;2;3.6913763343125234;7.177782416195197;0;0;0.15
0;0;1;1;23;0;1;0;2;0;0;2;0;0;2;0;3;3.572345637857985;6.702513038803614;0;0;0.02
1;0;1;1;58;1;0;2;1;1;1;1;1;1;1;1;2;3.022860940942244;7.011935097891801;0;0;0.0
0;1;1;0;70;1;2;1;0;2;0;2;2;2;2;1;0;4.658236906924784;8.90250321012075;0;0;0.2
1;0;1;0;4;1;0;1;0;0;0;0;0;0;0;0;2;4.269697449699962;5.687653092726317;0;1;0.66
1;0;1;1;45;1;0;2;1;1;1;1;1;1;2;0;3;3.0610517396746335;6.835399616789997;0;0;0.0
1;0;0;0;10;1;0;1;0;0;0;0;0;0;0;1;2;4.2626798770413155;6.608000625296087;1;0;0.5
1;0;1;1;36;1;0;2;1;1;1;1;1;1;2;0;1;3.017982882488811;6.627379781712794;0;0;0.0
1;0;0;0;54;1;0;0;2;2;0;2;2;0;0;1;3;4.2612704335380815;8.264698066387169;0;0;0.09
1;0;1;1;23;1;2;0;0;2;0;2;0;0;2;0;3;4.1059436980654525;7.255026142845575;0;0;0.02
0;0;1;1;41;1;2;0;2;2;2;0;2;0;1;1;1;4.373868446972418;8.074711339628797;0;0;0.01
1;1;0;0;5;1;0;1;0;0;0;0;0;0;0;1;3;4.282896668766692;5.920505458167488;0;0;0.23
1;0;1;1;27;0;1;0;0;2;2;0;0;2;1;1;1;3.846951008684431;7.128816664092023;0;0;0.01
0;0;0;0;1;1;0;1;0;0;0;2;2;2;0;1;2;4.573163389853005;4.573163389853005;0;0;0.29
0;0;1;1;67;0;1;0;2;0;0;2;0;0;2;0;1;3.6027767550605247;7.842553682412031;0;0;0.05
0;1;1;1;72;1;2;0;2;2;2;2;2;2;2;1;1;4.505902184329423;8.771812153705444;0;0;0.04
0;0;1;1;56;1;2;2;1;1;1;1;1;1;2;1;1;3.2561716096118976;7.292949650247942;0;0;0.01
1;0;1;1;44;1;2;2;1;1;1;1;1;1;1;0;2;3.2523106009544382;6.922249725132589;0;0;0.0
0;1;1;0;66;1;2;1;0;2;0;0;2;2;0;1;2;4.623010104116422;8.808630703369436;0;0;0.22
0;0;0;0;34;1;2;0;2;2;0;2;0;0;1;1;3;4.180522258463153;7.6447997205792655;1;0;0.03
0;0;1;0;69;1;2;1;0;0;2;2;2;2;2;0;0;4.666735541646246;8.887604359966863;0;0;0.06
0;0;1;1;1;1;2;1;2;0;2;0;2;2;0;1;2;4.639088404191552;4.639088404191552;1;1;0.75
0;0;0;0;40;1;0;2;1;1;1;1;1;1;2;0;1;3.027715319407042;6.722930591970064;0;0;0.0
1;0;1;1;30;1;2;0;2;0;0;0;0;0;0;1;0;4.015481713796376;7.371300598166826;0;0;0.09
0;0;0;0;11;1;0;0;0;0;0;2;2;2;0;0;3;4.269697449699962;6.721787081267985;0;0;0.18
0;0;0;0;15;1;0;2;1;1;1;1;1;1;1;0;1;3.0492730404820207;5.7152168522818645;0;0;0.01
1;0;0;0;11;1;0;0;0;0;2;0;2;2;0;1;2;4.253482783560398;6.5698319900936095;0;0;0.09
0;0;1;1;64;1;0;2;1;1;1;1;1;1;1;0;0;3.0349529867072724;7.198669622014584;0;0;0.03
1;1;1;0;72;1;0;0;2;2;2;2;2;0;2;0;0;4.32280727501391;8.587045693315071;0;0;0.0
1;1;1;0;72;1;2;1;2;2;2;2;0;0;2;1;0;4.54382655574704;8.815228978697464;0;0;0.0
0;0;0;1;1;1;0;0;2;0;0;0;0;0;0;0;3;3.955082494888593;3.955082494888593;0;0;0.11
0;0;0;1;15;1;0;0;2;2;2;2;0;0;1;0;1;4.198704577546343;6.918695219020472;0;0;0.02
0;0;0;0;60;1;2;0;0;0;2;2;2;2;1;0;1;4.401216329067023;8.486331841227319;0;0;0.02
1;0;0;0;56;1;0;0;2;0;2;0;0;0;1;0;3;3.983413001514819;8.01324387158968;0;0;0.03
0;0;0;0;8;1;0;2;1;1;1;1;1;1;2;0;3;3.084200921541599;5.091600652919361;0;0;0.0
0;0;0;0;3;1;0;1;0;0;2;2;0;0;0;0;1;4.395682961121367;5.387014821309323;1;1;0.86
0;0;1;0;49;1;2;0;0;0;0;0;0;0;0;1;1;3.973118104787957;7.857384070466803;0;0;0.19
0;0;0;0;2;1;0;1;0;0;0;0;2;0;0;1;2;4.396915247167632;4.990772665000004;1;1;0.95
0;0;0;0;6;1;0;1;2;2;2;2;0;2;0;1;0;4.5966338549658055;6.342913358575116;1;1;0.83
1;0;0;0;70;1;2;1;2;2;2;2;2;2;2;1;0;4.753159063701541;8.950565252777409;0;0;0.12
1;0;0;0;12;1;2;1;0;2;2;2;2;2;0;1;3;4.735759755691693;7.233996788299914;1;1;0.73
1;1;1;0;52;1;0;1;2;0;2;2;2;2;1;1;0;4.658236906924784;8.609270879617146;0;0;0.11
0;0;1;0;72;1;2;1;2;2;2;2;2;2;2;1;1;4.741884009303914;9.0027256222796;0;0;0.0
0;0;0;0;40;1;0;2;1;1;1;1;1;1;2;1;0;3.0726933146901194;6.719375407604218;0;0;0.0
